Area Code,Date,Territory,Territory Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
971,1/1/2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,$30 ,$40 ,$40 ,$70 ,$36 ,777,$54 ,$10 ,$33 ,$90 ,$21 
801,1/1/2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Utah,Decaf,$30 ,$50 ,$30 ,$80 ,$38 ,241,$55 ,$12 ,$21 ,$93 ,$34 
206,1/1/2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Washington,Decaf,$100 ,$170 ,$120 ,$270 ,$124 ,961,$186 ,$40 ,$115 ,$310 ,$71 
775,1/1/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Nevada,Decaf,$120 ,$180 ,$120 ,$300 ,$144 ,862,$201 ,$47 ,$111 ,$345 ,$90 
503,1/1/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Oregon,Decaf,$30 ,$50 ,$30 ,$80 ,$44 ,623,$56 ,$14 ,$29 ,$100 ,$27 
435,1/1/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Utah,Decaf,$40 ,$60 ,$30 ,$100 ,$48 ,372,$72 ,$15 ,$25 ,$120 ,$47 
360,1/1/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Washington,Decaf,$20 ,$50 ,$50 ,$70 ,$34 ,777,$51 ,$9 ,$30 ,$85 ,$21 
702,1/1/2012,West,Small Territory,Mint,Leaves,Herbal Tea,Nevada,Decaf,$80 ,$120 ,$90 ,$200 ,$95 ,608,$139 ,$30 ,$86 ,$234 ,$53 
435,1/1/2012,West,Small Territory,Mint,Leaves,Herbal Tea,Utah,Decaf,$70 ,$10 ,($30),$80 ,$88 ,525,$11 ,$27 ,($40),$99 ,$51 
712,1/1/2012,Central,Small Territory,Darjeeling,Leaves,Tea,Iowa,Regular,$190 ,$210 ,$140 ,$400 ,$228 ,"1,459",$228 ,$63 ,$141 ,$456 ,$87 
314,1/1/2012,Central,Small Territory,Darjeeling,Leaves,Tea,Missouri,Regular,$30 ,$40 ,$10 ,$70 ,$35 ,196,$47 ,$11 ,$9 ,$82 ,$38 
608,1/1/2012,Central,Small Territory,Darjeeling,Leaves,Tea,Wisconsin,Regular,$50 ,$80 ,$50 ,$130 ,$61 ,390,$89 ,$19 ,$47 ,$150 ,$42 
319,1/1/2012,Central,Small Territory,Earl Grey,Leaves,Tea,Iowa,Regular,$210 ,$270 ,$160 ,$480 ,$245 ,"1,419",$301 ,$93 ,$175 ,$546 ,$126 
573,1/1/2012,Central,Small Territory,Earl Grey,Leaves,Tea,Missouri,Regular,$20 ,$30 ,($10),$50 ,$29 ,169,$36 ,$11 ,($9),$65 ,$45 
262,1/1/2012,Central,Small Territory,Earl Grey,Leaves,Tea,Wisconsin,Regular,$60 ,$90 ,$10 ,$150 ,$75 ,522,$105 ,$68 ,$7 ,$180 ,$98 
417,1/1/2012,Central,Small Territory,Green Tea,Leaves,Tea,Missouri,Regular,$20 ,$40 ,$0 ,$60 ,$34 ,197,$42 ,$12 ,($4),$76 ,$46 
475,1/1/2012,East,Small Territory,Darjeeling,Leaves,Tea,Connecticut,Regular,$50 ,$80 ,$60 ,$130 ,$50 ,821,$73 ,$14 ,$47 ,$123 ,$26 
603,1/1/2012,East,Small Territory,Darjeeling,Leaves,Tea,New Hampshire,Regular,$10 ,$30 ,$20 ,$40 ,$18 ,821,$27 ,$5 ,$10 ,$45 ,$17 
475,1/1/2012,East,Small Territory,Green Tea,Leaves,Tea,Connecticut,Regular,$40 ,$60 ,$40 ,$100 ,$38 ,777,$56 ,$10 ,$35 ,$94 ,$21 
603,1/1/2012,East,Small Territory,Green Tea,Leaves,Tea,New Hampshire,Regular,$10 ,$30 ,$20 ,$40 ,$17 ,777,$26 ,$4 ,$11 ,$43 ,$15 
775,1/1/2012,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,$150 ,$220 ,$150 ,$370 ,$234 ,"1,310",$312 ,$77 ,$203 ,$546 ,$109 
971,1/1/2012,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,$20 ,$30 ,$30 ,$50 ,$32 ,456,$48 ,$8 ,$28 ,$80 ,$20 
435,1/1/2012,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,$20 ,$40 ,$0 ,$60 ,$37 ,261,$53 ,$34 ,($10),$90 ,$63 
360,1/1/2012,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,$40 ,$80 ,$50 ,$120 ,$67 ,400,$113 ,$20 ,$70 ,$180 ,$43 
775,1/1/2012,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,$150 ,$160 ,$100 ,$310 ,$228 ,"1,459",$228 ,$63 ,$141 ,$456 ,$87 
503,1/1/2012,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,$50 ,$90 ,$60 ,$140 ,$84 ,651,$126 ,$27 ,$68 ,$210 ,$58 
435,1/1/2012,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,$20 ,$30 ,$10 ,$50 ,$35 ,196,$47 ,$11 ,$9 ,$82 ,$38 
253,1/1/2012,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,$40 ,$60 ,$40 ,$100 ,$61 ,390,$89 ,$19 ,$48 ,$150 ,$41 
702,1/1/2012,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,$160 ,($160),($240),$0 ,$245 ,"1,419",($245),$93 ,($354),$17 ,$126 
541,1/1/2012,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,$50 ,$80 ,$50 ,$130 ,$84 ,500,$116 ,$26 ,$67 ,$200 ,$49 
435,1/1/2012,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,$10 ,$30 ,$10 ,$40 ,$29 ,169,$36 ,$11 ,($9),$65 ,$45 
360,1/1/2012,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,$40 ,$80 ,$20 ,$120 ,$75 ,522,$105 ,$68 ,$8 ,$180 ,$97 
719,1/2/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,$100 ,$140 ,$110 ,$240 ,$95 ,809,$137 ,$26 ,$99 ,$232 ,$38 
847,1/2/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,$110 ,$150 ,$100 ,$260 ,$104 ,596,$150 ,$33 ,$95 ,$254 ,$55 
614,1/2/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,$50 ,$80 ,$20 ,$130 ,$54 ,427,$75 ,$49 ,($3),$129 ,$78 
303,1/2/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,$80 ,$140 ,$90 ,$220 ,$75 ,549,$114 ,$24 ,$59 ,$189 ,$55 
312,1/2/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,$260 ,$270 ,$180 ,$530 ,$228 ,"1,436",$229 ,$63 ,$142 ,$457 ,$87 
614,1/2/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,$60 ,$90 ,$40 ,$150 ,$59 ,331,$73 ,$22 ,$18 ,$132 ,$55 
305,1/2/2012,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,$80 ,$110 ,$70 ,$190 ,$86 ,490,$120 ,$26 ,$71 ,$206 ,$49 
407,1/2/2012,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,$70 ,$100 ,$60 ,$170 ,$77 ,423,$103 ,$25 ,$51 ,$180 ,$52 
432,1/2/2012,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,$100 ,$130 ,$100 ,$230 ,$83 ,613,$107 ,$27 ,$68 ,$190 ,$39 
956,1/2/2012,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,$60 ,$100 ,$90 ,$160 ,$77 ,449,$112 ,$21 ,$80 ,$189 ,$32 
818,1/2/2012,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,$180 ,($30),($110),$150 ,$148 ,"1,071",($26),$48 ,($117),$122 ,$91 
951,1/2/2012,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,$220 ,$300 ,$200 ,$520 ,$234 ,"1,282",$311 ,$77 ,$202 ,$545 ,$109 
303,1/2/2012,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,$100 ,$150 ,$120 ,$250 ,$99 ,766,$144 ,$27 ,$105 ,$243 ,$39 
937,1/2/2012,Central,Major Territory,Amaretto,Beans,Coffee,Ohio,Regular,$60 ,$80 ,$50 ,$140 ,$60 ,329,$80 ,$19 ,$33 ,$140 ,$47 
720,1/2/2012,Central,Major Territory,Colombian,Beans,Coffee,Colorado,Regular,$80 ,$110 ,$80 ,$190 ,$83 ,613,$107 ,$27 ,$68 ,$190 ,$39 
312,1/2/2012,Central,Major Territory,Colombian,Beans,Coffee,Illinois,Regular,$150 ,$220 ,$140 ,$370 ,$148 ,844,$206 ,$48 ,$115 ,$354 ,$91 
513,1/2/2012,Central,Major Territory,Colombian,Beans,Coffee,Ohio,Regular,$50 ,$80 ,$50 ,$130 ,$52 ,357,$76 ,$16 ,$38 ,$128 ,$38 
970,1/2/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Colorado,Regular,$80 ,$140 ,$110 ,$220 ,$77 ,449,$112 ,$21 ,$80 ,$189 ,$32 
708,1/2/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Illinois,Regular,$270 ,$370 ,$260 ,$640 ,$234 ,"1,282",$311 ,$77 ,$201 ,$545 ,$110 
234,1/2/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Ohio,Regular,$190 ,$210 ,$140 ,$400 ,$170 ,"1,073",$170 ,$47 ,$98 ,$340 ,$72 
754,1/2/2012,East,Major Territory,Colombian,Beans,Coffee,Florida,Regular,$70 ,$120 ,$80 ,$190 ,$80 ,640,$120 ,$26 ,$63 ,$200 ,$57 
774,1/2/2012,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,$70 ,$370 ,$330 ,$440 ,$75 ,235,$395 ,$24 ,$340 ,$470 ,$55 
917,1/2/2012,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,$240 ,$370 ,$250 ,$610 ,$258 ,"2,067",$387 ,$90 ,$245 ,$645 ,$142 
305,1/2/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,$80 ,$130 ,$40 ,$210 ,$92 ,541,$128 ,$83 ,$16 ,$220 ,$112 
508,1/2/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,$50 ,$70 ,$10 ,$120 ,$54 ,451,$74 ,$49 ,($4),$128 ,$78 
585,1/2/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,$110 ,($60),($190),$50 ,$121 ,901,($60),$110 ,($203),$61 ,$143 
508,1/2/2012,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,$160 ,$170 ,$110 ,$330 ,$170 ,"1,073",$170 ,$47 ,$99 ,$340 ,$71 
585,1/2/2012,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,$210 ,$350 ,$280 ,$560 ,$228 ,"1,402",$352 ,$63 ,$264 ,$580 ,$88 
972,1/2/2012,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,$260 ,$320 ,$240 ,$580 ,$213 ,942,$252 ,$66 ,$164 ,$465 ,$88 
512,1/2/2012,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,$60 ,$100 ,$60 ,$160 ,$75 ,378,$114 ,$24 ,$58 ,$189 ,$56 
903,1/2/2012,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,$80 ,$120 ,$100 ,$200 ,$99 ,766,$144 ,$27 ,$106 ,$243 ,$38 
909,1/2/2012,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,$130 ,$30 ,($20),$160 ,$104 ,685,$28 ,$33 ,($27),$132 ,$55 
415,1/2/2012,West,Major Territory,Colombian,Beans,Coffee,California,Regular,$320 ,$480 ,$360 ,$800 ,$258 ,"2,067",$387 ,$90 ,$245 ,$645 ,$142 
831,1/2/2012,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,$210 ,$220 ,$150 ,$430 ,$228 ,"1,436",$229 ,$63 ,$142 ,$457 ,$87 
916,1/2/2012,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,$110 ,$160 ,$30 ,$270 ,$121 ,712,$169 ,$110 ,$26 ,$290 ,$143 
970,1/2/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,$140 ,$150 ,$100 ,$290 ,$170 ,"1,073",$170 ,$47 ,$99 ,$340 ,$71 
815,1/2/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,$80 ,$130 ,$110 ,$210 ,$99 ,766,$144 ,$27 ,$105 ,$243 ,$39 
330,1/2/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,$10 ,$30 ,$30 ,$40 ,$22 ,452,$34 ,$6 ,$17 ,$56 ,$17 
970,1/2/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,$40 ,$70 ,$10 ,$110 ,$54 ,427,$75 ,$49 ,($3),$129 ,$78 
773,1/2/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,$70 ,$90 ,$60 ,$160 ,$83 ,613,$107 ,$27 ,$68 ,$190 ,$39 
740,1/2/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,$20 ,$50 ,$50 ,$70 ,$32 ,817,$48 ,$8 ,$28 ,$80 ,$20 
303,1/2/2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,$50 ,$70 ,$40 ,$120 ,$60 ,329,$80 ,$19 ,$33 ,$140 ,$47 
847,1/2/2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,$80 ,$120 ,$100 ,$200 ,$95 ,809,$137 ,$26 ,$99 ,$232 ,$38 
754,1/2/2012,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,$30 ,$50 ,$30 ,$80 ,$48 ,617,$62 ,$15 ,$34 ,$110 ,$28 
727,1/2/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,$40 ,$50 ,$20 ,$90 ,$53 ,306,$65 ,$20 ,$12 ,$118 ,$53 
781,1/2/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,$40 ,$60 ,$30 ,$100 ,$59 ,331,$73 ,$22 ,$18 ,$132 ,$55 
518,1/2/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,$180 ,$200 ,$110 ,$380 ,$240 ,"1,454",$255 ,$91 ,$131 ,$495 ,$124 
850,1/2/2012,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,$50 ,$70 ,$50 ,$120 ,$70 ,957,$84 ,$21 ,$42 ,$154 ,$42 
607,1/2/2012,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,$160 ,($20),($80),$140 ,$213 ,"1,214",($33),$66 ,($120),$180 ,$87 
214,1/2/2012,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,$50 ,$80 ,$50 ,$130 ,$60 ,329,$80 ,$19 ,$33 ,$140 ,$47 
432,1/2/2012,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,$40 ,$80 ,$50 ,$120 ,$52 ,357,$76 ,$16 ,$38 ,$128 ,$38 
949,1/2/2012,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,$80 ,$120 ,$100 ,$200 ,$95 ,809,$137 ,$26 ,$100 ,$232 ,$37 
714,1/2/2012,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,$180 ,$220 ,$160 ,$400 ,$213 ,942,$252 ,$66 ,$164 ,$465 ,$88 
530,1/2/2012,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,$70 ,$90 ,$60 ,$160 ,$83 ,613,$107 ,$27 ,$68 ,$190 ,$39 
719,1/2/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,$50 ,$60 ,$10 ,$110 ,$59 ,331,$73 ,$22 ,$18 ,$132 ,$55 
309,1/2/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,$60 ,$100 ,$80 ,$160 ,$77 ,449,$112 ,$21 ,$79 ,$189 ,$33 
614,1/2/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,$60 ,$110 ,$60 ,$170 ,$80 ,640,$120 ,$26 ,$62 ,$200 ,$58 
720,1/2/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,$50 ,$60 ,$30 ,$110 ,$62 ,958,$74 ,$19 ,$34 ,$136 ,$40 
630,1/2/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,$60 ,$100 ,$50 ,$160 ,$75 ,549,$114 ,$24 ,$59 ,$189 ,$55 
513,1/2/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,$70 ,$110 ,$70 ,$180 ,$86 ,490,$120 ,$26 ,$71 ,$206 ,$49 
970,1/2/2012,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,$30 ,$50 ,$30 ,$80 ,$44 ,618,$56 ,$14 ,$30 ,$100 ,$26 
786,1/2/2012,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,$30 ,$50 ,$40 ,$80 ,$32 ,817,$48 ,$8 ,$28 ,$80 ,$20 
978,1/2/2012,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,$30 ,$50 ,$40 ,$80 ,$32 ,817,$48 ,$8 ,$28 ,$80 ,$20 
631,1/2/2012,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,$100 ,$150 ,$120 ,$250 ,$95 ,809,$137 ,$26 ,$100 ,$232 ,$37 
518,1/2/2012,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,$100 ,$160 ,$130 ,$260 ,$99 ,766,$144 ,$27 ,$105 ,$243 ,$39 
727,1/2/2012,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,$40 ,$80 ,$60 ,$120 ,$47 ,772,$68 ,$13 ,$44 ,$115 ,$24 
978,1/2/2012,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,$20 ,$40 ,$30 ,$60 ,$22 ,452,$34 ,$6 ,$17 ,$56 ,$17 
845,1/2/2012,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,$80 ,$120 ,$90 ,$200 ,$77 ,449,$112 ,$21 ,$79 ,$189 ,$33 
626,1/2/2012,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,$60 ,$100 ,$90 ,$160 ,$99 ,766,$144 ,$27 ,$106 ,$243 ,$38 
858,1/2/2012,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,$50 ,$70 ,$60 ,$120 ,$77 ,449,$112 ,$21 ,$80 ,$189 ,$32 
858,1/2/2012,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,$40 ,$80 ,$50 ,$120 ,$75 ,549,$114 ,$24 ,$58 ,$189 ,$56 
712,1/2/2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,$20 ,$30 ,$20 ,$50 ,$23 ,620,$31 ,$7 ,$12 ,$54 ,$19 
816,1/2/2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,$70 ,$100 ,$60 ,$170 ,$75 ,956,$90 ,$23 ,$46 ,$165 ,$44 
414,1/2/2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,$80 ,$100 ,$60 ,$180 ,$77 ,423,$103 ,$25 ,$50 ,$180 ,$53 
712,1/2/2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Iowa,Decaf,$0 ,$50 ,$40 ,$50 ,$0 ,774,$43 ,$0 ,$32 ,$43 ,$11 
573,1/2/2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Missouri,Decaf,$40 ,$80 ,$60 ,$120 ,$42 ,771,$61 ,$11 ,$38 ,$103 ,$23 
715,1/2/2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,$50 ,$70 ,$50 ,$120 ,$48 ,617,$62 ,$15 ,$35 ,$110 ,$27 
203,1/2/2012,East,Small Territory,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,$50 ,$70 ,$40 ,$120 ,$55 ,305,$75 ,$18 ,$29 ,$130 ,$46 
504,1/2/2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,$50 ,$90 ,$70 ,$140 ,$47 ,772,$68 ,$13 ,$44 ,$115 ,$24 
505,1/2/2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,$100 ,$20 ,($20),$120 ,$84 ,625,$18 ,$26 ,($31),$102 ,$49 
405,1/2/2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,$40 ,$60 ,$50 ,$100 ,$32 ,817,$48 ,$8 ,$29 ,$80 ,$19 
985,1/2/2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,$40 ,$70 ,$50 ,$110 ,$56 ,382,$81 ,$17 ,$41 ,$137 ,$40 
505,1/2/2012,South,Small Territory,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,$30 ,$40 ,$10 ,$70 ,$35 ,191,$47 ,$11 ,$8 ,$82 ,$39 
405,1/2/2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,$60 ,$110 ,$70 ,$170 ,$80 ,640,$120 ,$26 ,$63 ,$200 ,$57 
702,1/2/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,$30 ,$40 ,$20 ,$70 ,$28 ,961,$35 ,$8 ,$6 ,$63 ,$29 
971,1/2/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,$60 ,$100 ,$70 ,$160 ,$52 ,357,$76 ,$16 ,$38 ,$128 ,$38 
435,1/2/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,$100 ,$140 ,$80 ,$240 ,$86 ,484,$107 ,$32 ,$41 ,$193 ,$66 
206,1/2/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,$110 ,$160 ,$60 ,$270 ,$92 ,541,$128 ,$83 ,$15 ,$220 ,$113 
775,1/2/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Nevada,Decaf,$10 ,$30 ,$20 ,$40 ,$19 ,774,$28 ,$5 ,$11 ,$47 ,$17 
971,1/2/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Oregon,Decaf,$160 ,$160 ,$100 ,$320 ,$170 ,"1,073",$170 ,$47 ,$99 ,$340 ,$71 
435,1/2/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Utah,Decaf,$40 ,$70 ,$50 ,$110 ,$50 ,814,$73 ,$14 ,$48 ,$123 ,$25 
509,1/2/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Washington,Decaf,$60 ,$80 ,$60 ,$140 ,$70 ,957,$84 ,$21 ,$41 ,$154 ,$43 
712,1/2/2012,Central,Small Territory,Amaretto,Beans,Coffee,Iowa,Regular,$10 ,$30 ,$20 ,$40 ,$18 ,818,$27 ,$5 ,$10 ,$45 ,$17 
262,1/2/2012,Central,Small Territory,Amaretto,Beans,Coffee,Wisconsin,Regular,$50 ,$70 ,$30 ,$120 ,$53 ,306,$65 ,$20 ,$12 ,$118 ,$53 
319,1/2/2012,Central,Small Territory,Colombian,Beans,Coffee,Iowa,Regular,$20 ,$40 ,$20 ,$60 ,$28 ,961,$35 ,$8 ,$6 ,$63 ,$29 
314,1/2/2012,Central,Small Territory,Colombian,Beans,Coffee,Missouri,Regular,$90 ,$110 ,$50 ,$200 ,$86 ,484,$107 ,$32 ,$42 ,$193 ,$65 
920,1/2/2012,Central,Small Territory,Colombian,Beans,Coffee,Wisconsin,Regular,$90 ,$140 ,$40 ,$230 ,$92 ,541,$128 ,$83 ,$15 ,$220 ,$113 
319,1/2/2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Iowa,Regular,$20 ,$30 ,$20 ,$50 ,$19 ,774,$28 ,$5 ,$11 ,$47 ,$17 
573,1/2/2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Missouri,Regular,$50 ,$90 ,$70 ,$140 ,$50 ,814,$73 ,$14 ,$48 ,$123 ,$25 
414,1/2/2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,$80 ,$100 ,$60 ,$180 ,$70 ,957,$84 ,$21 ,$42 ,$154 ,$42 
603,1/2/2012,East,Small Territory,Amaretto,Beans,Coffee,New Hampshire,Regular,$30 ,$60 ,$40 ,$90 ,$41 ,236,$60 ,$13 ,$25 ,$101 ,$35 
959,1/2/2012,East,Small Territory,Colombian,Beans,Coffee,Connecticut,Regular,$120 ,$180 ,$130 ,$300 ,$130 ,945,$195 ,$42 ,$121 ,$325 ,$74 
603,1/2/2012,East,Small Territory,Colombian,Beans,Coffee,New Hampshire,Regular,$40 ,$60 ,$30 ,$100 ,$45 ,366,$69 ,$14 ,$23 ,$114 ,$46 
860,1/2/2012,East,Small Territory,Caffe Mocha,Beans,Espresso,Connecticut,Regular,$60 ,$90 ,$20 ,$150 ,$65 ,513,$90 ,$58 ,$3 ,$155 ,$87 
603,1/2/2012,East,Small Territory,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,$40 ,$60 ,$10 ,$100 ,$43 ,256,$61 ,$39 ,($7),$104 ,$68 
603,1/2/2012,East,Small Territory,Regular Espresso,Beans,Espresso,New Hampshire,Regular,$20 ,$40 ,$0 ,$60 ,$30 ,165,$38 ,$11 ,($6),$68 ,$44 
337,1/2/2012,South,Small Territory,Colombian,Beans,Coffee,Louisiana,Regular,$40 ,$70 ,$60 ,$110 ,$38 ,772,$56 ,$10 ,$34 ,$94 ,$22 
505,1/2/2012,South,Small Territory,Colombian,Beans,Coffee,New Mexico,Regular,$50 ,$90 ,$50 ,$140 ,$45 ,366,$69 ,$14 ,$24 ,$114 ,$45 
918,1/2/2012,South,Small Territory,Colombian,Beans,Coffee,Oklahoma,Regular,$50 ,$70 ,$50 ,$120 ,$44 ,618,$56 ,$14 ,$29 ,$100 ,$27 
318,1/2/2012,South,Small Territory,Caffe Latte,Beans,Espresso,Louisiana,Regular,$50 ,$80 ,$10 ,$130 ,$65 ,342,$90 ,$58 ,$2 ,$155 ,$88 
505,1/2/2012,South,Small Territory,Caffe Latte,Beans,Espresso,New Mexico,Regular,$20 ,$30 ,$0 ,$50 ,$30 ,104,$38 ,$11 ,($7),$68 ,$45 
405,1/2/2012,South,Small Territory,Caffe Latte,Beans,Espresso,Oklahoma,Regular,$70 ,$100 ,$70 ,$170 ,$86 ,300,$120 ,$26 ,$70 ,$206 ,$50 
504,1/2/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Louisiana,Regular,$50 ,$90 ,$70 ,$140 ,$65 ,372,$109 ,$20 ,$65 ,$174 ,$44 
505,1/2/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,New Mexico,Regular,$30 ,$50 ,$0 ,$80 ,$43 ,256,$61 ,$39 ,($7),$104 ,$68 
918,1/2/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,$10 ,$30 ,$30 ,$40 ,$22 ,452,$34 ,$6 ,$17 ,$56 ,$17 
